,pred_var,true_var
1974-04-18,6.187173984124318e-05,0.00011939390247137083
1974-04-19,6.187173984124318e-05,1.5637874959437137e-05
1974-04-22,6.187173984124318e-05,0.0002875047622113436
1974-04-23,6.187173984124318e-05,0.0002750212195409829
1974-04-24,0.00010049608187255838,6.588598017066849e-05
1974-04-25,0.00010049608187255838,4.6066497939326045e-05
1974-04-26,0.00010049608187255838,3.992014640047392e-06
1974-04-29,0.00010049608187255838,1.1823460588075707e-05
1974-04-30,0.00010049608187255838,0.00043801594676126654
1974-05-01,0.00010049608187255838,1.9899815126428466e-06
1974-05-02,0.00010049608187255838,7.612749488868087e-05
1974-05-03,0.00010049608187255838,3.4742478615262806e-06
1974-05-06,0.00010049608187255838,1.3871148588903703e-05
1974-05-07,0.00010049608187255838,3.865703964794909e-06
1974-05-08,0.00010049608187255838,0.00020453105788424686
1974-05-09,0.00010049608187255838,0.0002610888309153153
1974-05-10,0.00010049608187255838,7.911754096592838e-05
1974-05-13,0.00010049608187255838,1.0946301068348596e-07
1974-05-14,0.00010049608187255838,7.021893789399547e-06
1974-05-15,0.00010049608187255838,6.566674773193781e-05
1974-05-16,0.00010049608187255838,0.00028809543788886616
1974-05-17,0.00010049608187255838,1.5806164433612713e-05
1974-05-20,0.00010049608187255838,3.236760145602924e-07
1974-05-21,0.00010049608187255838,8.782495899062326e-05
1974-05-22,0.00010049608187255838,5.261711316442708e-06
1974-05-23,0.00010049608187255838,0.00021521446723628268
1974-05-24,8.446947081620981e-05,5.633753678319087e-06
1974-05-28,8.446947081620981e-05,0.00028525840841410466
1974-05-29,8.446947081620981e-05,3.838449708631897e-05
1974-05-30,8.446947081620981e-05,2.9485411651986038e-06
1974-05-31,8.446947081620981e-05,0.00042592675308469885
1974-06-03,8.446947081620981e-05,0.00013466866255761045
1974-06-04,8.446947081620981e-05,3.550130504820226e-06
1974-06-05,8.446947081620981e-05,0.0003278092617782502
1974-06-06,8.446947081620981e-05,4.090036251769291e-05
1974-06-07,8.446947081620981e-05,3.510734639375346e-05
1974-06-10,8.446947081620981e-05,7.82650028573334e-05
1974-06-11,8.446947081620981e-05,5.697267342216761e-06
1974-06-12,8.446947081620981e-05,9.222632176245082e-06
1974-06-13,8.446947081620981e-05,0.0001282925353300879
1974-06-14,8.446947081620981e-05,0.00019312025985729342
1974-06-17,8.446947081620981e-05,4.322018563231167e-05
1974-06-18,8.446947081620981e-05,4.682406140323059e-05
1974-06-19,8.446947081620981e-05,5.064690300957131e-05
1974-06-20,8.446947081620981e-05,7.29109224690272e-05
1974-06-21,8.446947081620981e-05,6.897566231248153e-06
1974-06-24,8.446947081620981e-05,0.00021326973564908536
1974-06-25,8.446947081620981e-05,0.00024076111123584598
1974-06-26,0.000107609939770665,0.00022349294545864762
1974-06-27,0.000107609939770665,1.2946827190996046e-05
1974-06-28,0.000107609939770665,5.407071343443981e-08
1974-07-01,0.000107609939770665,0.00040795768300236346
1974-07-02,0.000107609939770665,3.51999877037934e-07
1974-07-03,0.000107609939770665,4.938720699551591e-05
1974-07-05,0.000107609939770665,0.000973522186128048
1974-07-08,0.000107609939770665,2.3020251294247895e-05
1974-07-09,0.000107609939770665,0.00034062262554682143
1974-07-10,0.000107609939770665,1.564846797474928e-06
1974-07-11,0.000107609939770665,0.001599641391694842
1974-07-12,0.000107609939770665,5.697396275983202e-05
1974-07-15,0.000107609939770665,0.0001356174017813072
1974-07-16,0.000107609939770665,0.0001142793166398065
1974-07-17,0.000107609939770665,9.126707390672006e-07
1974-07-18,0.000107609939770665,8.229763568609605e-06
1974-07-19,0.000107609939770665,1.0412064263193299e-05
1974-07-22,0.000107609939770665,9.945627048725536e-05
1974-07-23,0.000107609939770665,1.6068023597992642e-05
1974-07-24,0.000107609939770665,0.0001429202856600975
1974-07-25,0.000107609939770665,0.0003607431026636382
1974-07-26,0.000107609939770665,0.00031959776474888013
1974-07-29,0.0001613636264080677,2.971291066496129e-05
1974-07-30,0.0001613636264080677,0.0002218002673697872
1974-07-31,0.0001613636264080677,5.0210636234671036e-05
1974-08-01,0.0001613636264080677,4.136394617951233e-06
1974-08-02,0.0001613636264080677,7.863348567711814e-05
1974-08-05,0.0001613636264080677,0.0002369624125799774
1974-08-06,0.0001613636264080677,0.0006816915515349686
1974-08-07,0.0001613636264080677,0.00017300869464295654
1974-08-08,0.0001613636264080677,7.642751379817458e-05
1974-08-09,0.0001613636264080677,0.00019106212958087954
1974-08-12,0.0001613636264080677,0.0002536219810741758
1974-08-13,0.0001613636264080677,0.0005143126363789663
1974-08-14,0.0001613636264080677,3.158246561621447e-05
1974-08-15,0.0001613636264080677,6.874329408239344e-05
1974-08-16,0.0001613636264080677,0.0002144320673773542
1974-08-19,0.0001613636264080677,2.5836309469104424e-05
1974-08-20,0.0001613636264080677,0.00037635119876074097
1974-08-21,0.0001613636264080677,9.419665616514084e-05
1974-08-22,0.0001613636264080677,0.00029996332059760433
1974-08-23,0.0001613636264080677,7.20693987846105e-05
1974-08-26,0.0001613636264080677,0.0002907511425778858
1974-08-27,0.0001613636264080677,6.454547010231737e-06
1974-08-28,0.00018738331631155028,0.00011971630386599375
1974-08-29,0.00018738331631155028,0.0009238505854234635
1974-08-30,0.00018738331631155028,0.0005221648963032038
1974-09-03,0.00018738331631155028,0.000691307614247072
1974-09-04,0.00018738331631155028,0.0009761615784307648
1974-09-05,0.00018738331631155028,5.976417619232843e-05
1974-09-06,0.00018738331631155028,0.0005803628630883795
1974-09-09,0.00018738331631155028,4.772723883053609e-05
1974-09-10,0.00018738331631155028,0.00010030672082787795
1974-09-11,0.00018738331631155028,0.0007403046101267102
1974-09-12,0.00018738331631155028,0.0005241992399081657
1974-09-13,0.00018738331631155028,0.00026007780475428843
1974-09-16,0.00018738331631155028,0.0002809593172848207
1974-09-17,0.00018738331631155028,2.5334303040136508e-05
1974-09-18,0.00018738331631155028,0.0011832618414497897
1974-09-19,0.00018738331631155028,5.085318619535428e-07
1974-09-20,0.00018738331631155028,0.00010646595862379149
1974-09-23,0.00018738331631155028,0.0004150685354544492
1974-09-24,0.00018738331631155028,4.405882253180615e-05
1974-09-25,0.00018738331631155028,0.00027436061790292454
1974-09-26,0.00018738331631155028,0.000535297458807163
1974-09-27,0.00018738331631155028,0.00047498444389816596
1974-09-30,0.0003527537906764187,5.586172643678999e-06
1974-10-01,0.0003527537906764187,2.4890121269605103e-08
1974-10-02,0.0003527537906764187,0.00030653031951101417
1974-10-03,0.0003527537906764187,9.272291264239563e-07
1974-10-04,0.0003527537906764187,0.0016821866490937532
1974-10-07,0.0003527537906764187,2.8731817866972653e-06
1974-10-08,0.0003527537906764187,0.0020191038828374502
1974-10-09,0.0003527537906764187,0.0008198828388791962
1974-10-10,0.0003527537906764187,0.00036706856431877044
1974-10-11,0.0003527537906764187,0.0004946920195530724
1974-10-14,0.0003527537906764187,0.0003252072301119513
1974-10-15,0.0003527537906764187,0.0002452195095612453
1974-10-16,0.0003527537906764187,0.00014096649032306618
1974-10-17,0.0003527537906764187,0.00023950918875359495
1974-10-18,0.0003527537906764187,0.00028015865200622936
1974-10-21,0.0003527537906764187,2.5469452765852774e-05
1974-10-22,0.0003527537906764187,0.0008489272568754092
1974-10-23,0.0003527537906764187,0.0001315414537794296
1974-10-24,0.0003527537906764187,2.030940470923448e-06
1974-10-25,0.0003527537906764187,1.8312369189088518e-07
1974-10-28,0.0003527537906764187,0.0014705558906579902
1974-10-29,0.0003527537906764187,0.00040471678121344057
1974-10-30,0.00039929582512031114,3.061081593312698e-05
1974-10-31,0.00039929582512031114,7.326366890936242e-08
1974-11-01,0.00039929582512031114,0.0001185359974631428
1974-11-04,0.00039929582512031114,0.0007507037865609328
1974-11-05,0.00039929582512031114,2.3083157091277617e-05
1974-11-06,0.00039929582512031114,3.7638084723540244e-05
1974-11-07,0.00039929582512031114,1.597447321780021e-05
1974-11-08,0.00039929582512031114,1.0231830360946104e-05
1974-11-11,0.00039929582512031114,0.0003956302201669898
1974-11-12,0.00039929582512031114,1.8949968080869684e-05
1974-11-13,0.00039929582512031114,1.5693349317030814e-05
1974-11-14,0.00039929582512031114,0.00025171993680743465
1974-11-15,0.00039929582512031114,0.0013990162077068685
1974-11-18,0.00039929582512031114,0.00024234229838136778
1974-11-19,0.00039929582512031114,1.9435139271703483e-05
1974-11-20,0.00039929582512031114,1.6935135608117657e-05
1974-11-21,0.00039929582512031114,0.00011035316162794073
1974-11-22,0.00039929582512031114,1.0332348621272525e-06
1974-11-25,0.00039929582512031114,8.56607316265523e-05
1974-11-26,0.00039929582512031114,4.546436645848362e-05
1974-11-27,0.00039929582512031114,1.839098545397544e-07
1974-11-29,0.00039929582512031114,0.0007259001116453195
1974-12-02,0.00021539822132658157,0.00019313566924022973
1974-12-03,0.00021539822132658157,1.2721032073240157e-05
1974-12-04,0.00021539822132658157,0.00036752237843672153
1974-12-05,0.00021539822132658157,0.0002917741395347395
1974-12-06,0.00021539822132658157,8.162384779403231e-05
1974-12-09,0.00021539822132658157,0.0006394485383508786
1974-12-10,0.00021539822132658157,3.3407643742627835e-05
1974-12-11,0.00021539822132658157,1.0603929883612473e-05
1974-12-12,0.00021539822132658157,3.191947779748738e-05
1974-12-13,0.00021539822132658157,8.347722539273073e-05
1974-12-16,0.00021539822132658157,0.00027928487288748916
1974-12-17,0.00021539822132658157,2.231573457750491e-05
1974-12-18,0.00021539822132658157,1.3606359757695197e-05
1974-12-19,0.00021539822132658157,0.00012097628124804749
1974-12-20,0.00021539822132658157,0.00020448814395937487
1974-12-23,0.00021539822132658157,0.00019186325121992032
1974-12-24,0.00021539822132658157,6.952799595742742e-05
1974-12-26,0.00021539822132658157,1.9876636319277052e-05
1974-12-27,0.00021539822132658157,8.870905722491162e-08
1974-12-30,0.00021539822132658157,0.0004256564023080167
1974-12-31,0.00021539822132658157,0.0005791865974513338
1975-01-02,0.00021539822132658157,4.6395652824396394e-05
1975-01-03,0.0001897396017247848,2.5789143308016516e-05
1975-01-06,0.0001897396017247848,4.953053366896221e-07
1975-01-07,0.0001897396017247848,0.00019307158350410913
1975-01-08,0.0001897396017247848,0.00025615598834775877
1975-01-09,0.0001897396017247848,0.0004012518611820892
1975-01-10,0.0001897396017247848,1.7141431628772685e-05
1975-01-13,0.0001897396017247848,7.657411204350928e-05
1975-01-14,0.0001897396017247848,4.09204167194227e-05
1975-01-15,0.0001897396017247848,1.5583852871620119e-06
1975-01-16,0.0001897396017247848,0.0002323790617352467
1975-01-17,0.0001897396017247848,2.8549687757645215e-06
1975-01-20,0.0001897396017247848,2.8734213900885597e-05
1975-01-21,0.0001897396017247848,0.0002132446650923575
1975-01-22,0.0001897396017247848,2.1062563283533176e-05
1975-01-23,0.0001897396017247848,0.00015744131394949956
1975-01-24,0.0001897396017247848,0.0010383788835332114
1975-01-27,0.0001897396017247848,7.601540509255544e-05
1975-01-28,0.0001897396017247848,0.00025754979442522974
1975-01-29,0.0001897396017247848,0.00018724281263025888
1975-01-30,0.0001897396017247848,0.00010106200833188972
1975-01-31,0.0001897396017247848,0.00011778369545824285
1975-02-03,0.0001897396017247848,7.301791292074755e-06
1975-02-04,0.00017674828268665805,0.00029304153019552026
1975-02-05,0.00017674828268665805,2.4523063201373207e-05
1975-02-06,0.00017674828268665805,7.932430959450842e-07
1975-02-07,0.00017674828268665805,1.1831625020747305e-05
1975-02-10,0.00017674828268665805,7.86029101428054e-06
1975-02-11,0.00017674828268665805,0.0002859115826676223
1975-02-12,0.00017674828268665805,0.0001835068359713754
1975-02-13,0.00017674828268665805,3.63659220106588e-05
1975-02-14,0.00017674828268665805,4.925845426223541e-05
1975-02-18,0.00017674828268665805,3.9463138218315263e-05
1975-02-19,0.00017674828268665805,8.855555968673157e-05
1975-02-20,0.00017674828268665805,2.4748961433493366e-05
1975-02-21,0.00017674828268665805,0.00020693481817003756
1975-02-24,0.00017674828268665805,0.0005632193973569705
1975-02-25,0.00017674828268665805,0.0001103899727662172
1975-02-26,0.00017674828268665805,2.4647622821311055e-05
1975-02-27,0.00017674828268665805,0.00010203214012857731
1975-02-28,0.00017674828268665805,0.00030608492141470656
1975-03-03,0.00017674828268665805,4.048711252463422e-05
1975-03-04,0.00017674828268665805,1.6489095950589228e-05
1975-03-05,0.00017674828268665805,6.280624564827808e-06
1975-03-06,0.00017674828268665805,5.274200295514453e-05
1975-03-07,0.00013318858026995333,5.8997501538121666e-05
1975-03-10,0.00013318858026995333,4.8573825810249716e-05
1975-03-11,0.00013318858026995333,8.407899484871861e-05
1975-03-12,0.00013318858026995333,3.214364477699405e-06
1975-03-13,0.00013318858026995333,0.00014657879060031576
1975-03-14,0.00013318858026995333,0.0002143247736082904
1975-03-17,0.00013318858026995333,0.00010576206835626045
1975-03-18,0.00013318858026995333,8.692301997832719e-05
1975-03-19,0.00013318858026995333,7.557030328195213e-05
1975-03-20,0.00013318858026995333,6.941813044183953e-06
1975-03-21,0.00013318858026995333,0.0005715664057275166
1975-03-24,0.00013318858026995333,6.130489015354623e-05
1975-03-25,0.00013318858026995333,0.00034125943956381244
1975-03-26,0.00013318858026995333,9.644705137257237e-06
1975-03-27,0.00013318858026995333,3.435026912454453e-05
1975-03-31,0.00013318858026995333,7.525134297114988e-05
1975-04-01,0.00013318858026995333,6.473851703769906e-06
1975-04-02,0.00013318858026995333,0.00012597225470852014
1975-04-03,0.00013318858026995333,6.0204213101308635e-05
1975-04-04,0.00013318858026995333,4.322382052011908e-05
1975-04-07,0.00013318858026995333,6.29419784533708e-05
1975-04-08,0.00013318858026995333,0.0005100978659770272
1975-04-09,0.00014524360354569276,0.0001246329230685378
1975-04-10,0.00014524360354569276,2.383797795774134e-05
1975-04-11,0.00014524360354569276,0.00027982330101158914
1975-04-14,0.00014524360354569276,6.632986586936618e-05
1975-04-15,0.00014524360354569276,1.2042409351611938e-05
1975-04-16,0.00014524360354569276,5.591667797434641e-05
1975-04-17,0.00014524360354569276,0.00011985789369947653
1975-04-18,0.00014524360354569276,0.00011489075169036911
1975-04-21,0.00014524360354569276,2.5800125288549802e-06
1975-04-22,0.00014524360354569276,0.00012544883042549249
1975-04-23,0.00014524360354569276,8.637250590443069e-07
1975-04-24,0.00014524360354569276,4.513732030117512e-05
1975-04-25,0.00014524360354569276,2.0363475929027763e-05
1975-04-28,0.00014524360354569276,4.7137578927075596e-05
1975-04-29,0.00014524360354569276,0.0003685631703679859
1975-04-30,0.00014524360354569276,8.321216284686017e-05
1975-05-01,0.00014524360354569276,0.00015958502737919988
1975-05-02,0.00014524360354569276,9.202439599081957e-05
1975-05-05,0.00014524360354569276,0.0002596913360806974
1975-05-06,0.00014524360354569276,2.4518534585335483e-05
1975-05-07,0.00014524360354569276,2.8879331523790075e-05
1975-05-08,0.00014524360354569276,0.00011604666483017168
1975-05-09,0.00012943710351665297,7.802096094050581e-07
1975-05-12,0.00012943710351665297,0.0001133868251987219
1975-05-13,0.00012943710351665297,5.6342353298891035e-05
1975-05-14,0.00012943710351665297,8.768786566284992e-05
1975-05-15,0.00012943710351665297,0.00011618276470549971
1975-05-16,0.00012943710351665297,1.2215040312291148e-06
1975-05-19,0.00012943710351665297,2.5950279575082114e-05
1975-05-20,0.00012943710351665297,0.0001271672534995938
1975-05-21,0.00012943710351665297,1.3679044318662403e-05
1975-05-22,0.00012943710351665297,0.00017489054844385676
1975-05-23,0.00012943710351665297,7.038981537588196e-06
1975-05-27,0.00012943710351665297,4.897318884226898e-05
1975-05-28,0.00012943710351665297,1.1186804517449023e-07
1975-05-29,0.00012943710351665297,0.0002643460528045094
1975-05-30,0.00012943710351665297,0.00024232010898575518
1975-06-02,0.00012943710351665297,1.1174724989210238e-05
1975-06-03,0.00012943710351665297,9.777226864404742e-06
1975-06-04,0.00012943710351665297,9.437155602531888e-07
1975-06-05,0.00012943710351665297,5.144672102191938e-06
1975-06-06,0.00012943710351665297,0.00019120984304651922
1975-06-09,0.00012943710351665297,7.187466602814885e-05
1975-06-10,0.00012943710351665297,1.477530003041183e-06
1975-06-11,8.510774274549575e-05,2.7081823515545667e-05
1975-06-12,8.510774274549575e-05,2.3742780138641395e-05
1975-06-13,8.510774274549575e-05,0.0001067274424235154
1975-06-16,8.510774274549575e-05,9.347564012765486e-05
1975-06-17,8.510774274549575e-05,4.40914457602859e-06
1975-06-18,8.510774274549575e-05,0.00031941921155709263
1975-06-19,8.510774274549575e-05,4.084721317124118e-05
1975-06-20,8.510774274549575e-05,0.00011765542812369745
1975-06-23,8.510774274549575e-05,3.684469316869721e-05
1975-06-24,8.510774274549575e-05,2.074667098708738e-05
1975-06-25,8.510774274549575e-05,4.024111132538977e-06
1975-06-26,8.510774274549575e-05,0.0
1975-06-27,8.510774274549575e-05,1.6000042666802772e-05
1975-06-30,8.510774274549575e-05,1.280350008411868e-05
1975-07-01,8.510774274549575e-05,5.025181651932553e-05
1975-07-02,8.510774274549575e-05,3.6458454943655294e-06
1975-07-03,8.510774274549575e-05,7.617976874216281e-05
1975-07-07,8.510774274549575e-05,2.5756371699325875e-06
1975-07-08,8.510774274549575e-05,0.00022455430511483798
1975-07-09,8.510774274549575e-05,1.1125960541757962e-08
1975-07-10,8.510774274549575e-05,2.507042987126562e-06
1975-07-11,8.510774274549575e-05,3.117401815730392e-05
1975-07-14,5.8547239120477644e-05,1.938220730512974e-05
1975-07-15,5.8547239120477644e-05,0.00011054920873251883
1975-07-16,5.8547239120477644e-05,0.00010841669444533464
1975-07-17,5.8547239120477644e-05,2.1188743739880556e-05
1975-07-18,5.8547239120477644e-05,6.704230061321814e-05
1975-07-21,5.8547239120477644e-05,0.00011593713036797682
1975-07-22,5.8547239120477644e-05,0.0001955718856637978
1975-07-23,5.8547239120477644e-05,1.4896866393221408e-06
1975-07-24,5.8547239120477644e-05,7.564905057760862e-05
1975-07-25,5.8547239120477644e-05,4.5459366328909345e-05
1975-07-28,5.8547239120477644e-05,3.196280273018437e-05
1975-07-29,5.8547239120477644e-05,5.228523339417812e-05
1975-07-30,5.8547239120477644e-05,8.118053718142448e-07
1975-07-31,5.8547239120477644e-05,7.3964415272465e-05
1975-08-01,5.8547239120477644e-05,9.201413184031781e-05
1975-08-04,5.8547239120477644e-05,0.0001126278518792656
1975-08-05,5.8547239120477644e-05,5.378268744249404e-08
1975-08-06,5.8547239120477644e-05,3.358691359756083e-07
1975-08-07,5.8547239120477644e-05,1.0561009822218637e-05
1975-08-08,5.8547239120477644e-05,3.7729744417625e-05
1975-08-11,5.8547239120477644e-05,4.3088682287445446e-05
1975-08-12,5.8547239120477644e-05,0.00017657308173613107
1975-08-13,6.991286535419517e-05,1.8602961336683377e-05
1975-08-14,6.991286535419517e-05,7.813362223973996e-05
1975-08-15,6.991286535419517e-05,3.438903121738557e-06
1975-08-18,6.991286535419517e-05,0.00021337407663216124
1975-08-19,6.991286535419517e-05,0.0004233365737943695
1975-08-20,6.991286535419517e-05,3.2546963613933055e-06
1975-08-21,6.991286535419517e-05,0.00020911945334597948
1975-08-22,6.991286535419517e-05,8.486648767866423e-05
1975-08-25,6.991286535419517e-05,0.00016942653549131825
1975-08-26,6.991286535419517e-05,3.11620032765747e-05
1975-08-27,6.991286535419517e-05,0.0005319890182551301
1975-08-28,6.991286535419517e-05,3.0693598594339067e-05
1975-08-29,6.991286535419517e-05,0.00026391385730095696
1975-09-02,6.991286535419517e-05,4.113480604270303e-05
1975-09-03,6.991286535419517e-05,3.8970906947044526e-06
1975-09-04,6.991286535419517e-05,4.557974049404501e-05
1975-09-05,6.991286535419517e-05,9.91309671527496e-06
1975-09-08,6.991286535419517e-05,0.00022901196154875847
1975-09-09,6.991286535419517e-05,9.255590562712301e-05
1975-09-10,6.991286535419517e-05,1.6532506583455397e-05
1975-09-11,6.991286535419517e-05,3.236764174491258e-06
1975-09-12,6.991286535419517e-05,2.5550706441612725e-05
1975-09-15,9.589661300607646e-05,9.1729888307579e-05
1975-09-16,9.589661300607646e-05,1.1594614705706663e-05
1975-09-17,9.589661300607646e-05,0.00041247727787405153
1975-09-18,9.589661300607646e-05,0.00045882254471638073
1975-09-19,9.589661300607646e-05,8.980454546056449e-05
1975-09-22,9.589661300607646e-05,2.338826093711832e-06
1975-09-23,9.589661300607646e-05,8.787818077876652e-05
1975-09-24,9.589661300607646e-05,1.3618830444483976e-06
1975-09-25,9.589661300607646e-05,4.098173648717229e-05
1975-09-26,9.589661300607646e-05,0.0001836032116902253
1975-09-29,9.589661300607646e-05,0.00018868193773857733
1975-09-30,9.589661300607646e-05,0.00012703775231406866
1975-10-01,9.589661300607646e-05,0.00011395058717758588
1975-10-02,9.589661300607646e-05,0.000629713319399039
1975-10-03,9.589661300607646e-05,0.00011582332067050505
1975-10-06,9.589661300607646e-05,1.6050771144970888e-06
1975-10-07,9.589661300607646e-05,0.00017939451993034816
1975-10-08,9.589661300607646e-05,2.3792755066476268e-05
1975-10-09,9.589661300607646e-05,3.2841060236821207e-06
1975-10-10,9.589661300607646e-05,0.00019800043492998465
1975-10-13,9.589661300607646e-05,4.056596279083946e-06
1975-10-14,9.589661300607646e-05,3.138158845839012e-07
1975-10-15,0.00011029550269334204,2.4578384359430494e-06
1975-10-16,0.00011029550269334204,3.275224695964418e-05
1975-10-17,0.00011029550269334204,0.00011546727788788735
1975-10-20,0.00011029550269334204,6.73211519134076e-05
1975-10-21,0.00011029550269334204,2.7389924693588252e-06
1975-10-22,0.00011029550269334204,3.3939861624254775e-05
1975-10-23,0.00011029550269334204,0.0002425620031108744
1975-10-24,0.00011029550269334204,1.2406260261887958e-06
1975-10-27,0.00011029550269334204,7.491214999152951e-05
1975-10-28,0.00011029550269334204,0.00015504041852776318
1975-10-29,0.00011029550269334204,8.016612993988481e-07
1975-10-30,0.00011029550269334204,9.167310806995621e-06
1975-10-31,0.00011029550269334204,0.00011506183213660925
1975-11-03,0.00011029550269334204,2.262449068288208e-05
1975-11-04,0.00011029550269334204,5.1909205410011205e-05
1975-11-05,0.00011029550269334204,2.0041596751618762e-05
1975-11-06,0.00011029550269334204,6.05037396353425e-06
1975-11-07,0.00011029550269334204,1.2530162907253839e-08
1975-11-10,0.00011029550269334204,3.4985636796852626e-05
1975-11-11,0.00011029550269334204,0.00021260731875169525
1975-11-12,0.00011029550269334204,2.710210074141628e-06
1975-11-13,0.00011029550269334204,5.916510162906619e-07
1975-11-14,6.632033087339205e-05,2.8857700642009876e-05
1975-11-17,6.632033087339205e-05,2.542389895932029e-05
1975-11-18,6.632033087339205e-05,0.00012705985749950077
1975-11-19,6.632033087339205e-05,1.433208841569722e-05
1975-11-20,6.632033087339205e-05,1.507699821434727e-06
1975-11-21,6.632033087339205e-05,3.5986257645170827e-06
1975-11-24,6.632033087339205e-05,0.0001253691266047685
1975-11-25,6.632033087339205e-05,6.412764969515594e-06
1975-11-26,6.632033087339205e-05,1.0846806442893486e-05
1975-11-28,6.632033087339205e-05,3.9273481094365126e-05
1975-12-01,6.632033087339205e-05,0.00022168720295778765
1975-12-02,6.632033087339205e-05,0.0003824519897632772
1975-12-03,6.632033087339205e-05,7.485585569289022e-06
1975-12-04,6.632033087339205e-05,0.0001364216499061266
